emp_no,first_name,last_name,birth_date,title,salary
61837,Yonghoan,Perez,1953-02-19,Senior Engineer,61837
61839,Moon,Zaumen,1955-02-08,Senior Staff,61839
61840,Kish,Pietracaprina,1953-01-18,Engineer,61840
61842,Kyoichi,Kriebel,1954-09-27,Senior Staff,61842
61843,Guenter,Millington,1954-04-20,Staff,61843
61846,Danil,Varley,1953-11-12,Engineer,61846
61856,Toney,Luby,1953-10-07,Engineer,61856
61859,Xiping,Schwaller,1955-09-28,Senior Staff,61859
61861,Heekeun,Einsfeld,1953-02-09,Engineer,61861
61862,Tremaine,Dulay,1953-08-28,Staff,61862
61864,Hironoby,Kamber,1953-08-13,Staff,61864
61867,Tesuya,Gils,1953-10-23,Senior Staff,61867
61869,Manu,Hemaspaandra,1952-12-03,Senior Engineer,61869
61871,Nidapan,Falco,1953-09-15,Senior Staff,61871
61879,Saniya,Steinauer,1955-03-04,Senior Engineer,61879
61880,Roded,Krichel,1953-02-28,Senior Staff,61880
61883,Moto,Fetvedt,1955-07-18,Staff,61883
61885,Moheb,Luca,1954-07-11,Staff,61885
61887,Sarita,Decleir,1954-06-17,Senior Staff,61887
61892,Kwangho,Gecseg,1952-08-12,Senior Engineer,61892
61897,Jasminko,Kilgour,1952-06-22,Senior Engineer,61897
61906,Dzung,Brendel,1952-02-08,Senior Engineer,61906
61910,Gay,Bahk,1955-01-10,Senior Engineer,61910
61914,Terresa,Muntz,1954-06-16,Senior Engineer,61914
61915,Yongmin,Conta,1952-08-30,Staff,61915
61917,Izaskun,Grospietsch,1953-03-14,Staff,61917
61920,Ghassan,Albarhamtoshy,1952-09-16,Senior Staff,61920
61921,Berna,Stanfel,1952-09-01,Technique Leader,61921
61922,Tommaso,Tzvieli,1955-06-05,Staff,61922
61924,Maris,Pietracaprina,1954-12-31,Staff,61924
61925,Peternela,Rosis,1955-12-29,Senior Staff,61925
61935,Garnik,Anily,1952-10-13,Engineer,61935
61936,Uinam,Rando,1954-01-09,Engineer,61936
61937,Fox,Baranowski,1952-08-28,Staff,61937
61941,Mohammed,Joslin,1952-03-02,Senior Engineer,61941
61942,Chanjung,Deverell,1952-11-29,Senior Staff,61942
61943,Gennadi,Tasistro,1955-07-09,Engineer,61943
61944,Bedir,Ananiadou,1955-10-18,Senior Engineer,61944
61946,Khalil,Beeson,1955-11-29,Staff,61946
61947,Toney,Vandervoorde,1954-10-15,Staff,61947
61956,Heng,Serdy,1954-08-17,Staff,61956
61961,Moni,Plesums,1955-12-17,Staff,61961
61962,Steve,Vecchi,1954-04-27,Staff,61962
61964,Atilio,Douceur,1954-04-03,Staff,61964
61970,Christfried,Azumi,1955-12-02,Engineer,61970
61976,Minghong,Pashtan,1953-10-04,Staff,61976
61977,Larisa,Pillow,1954-10-24,Senior Staff,61977
61981,Mayuko,Rijckaert,1953-02-11,Staff,61981
61989,Yaghout,Vesna,1955-12-17,Senior Staff,61989
61992,Bilhanan,Kitsuregawa,1953-09-16,Engineer,61992
61995,Kerryn,Stellhorn,1953-01-26,Senior Staff,61995
61996,Weiru,Soloway,1954-05-01,Engineer,61996
61997,Maja,Yurek,1953-03-05,Senior Engineer,61997
61998,Ute,Lunn,1955-09-25,Senior Staff,61998
62004,Mostafa,Waeselynck,1953-09-08,Engineer,62004
62008,Sadun,Swan,1955-06-24,Senior Staff,62008
62012,Yifei,Jahnichen,1953-11-19,Senior Engineer,62012
62018,Juyoung,Toyoshima,1954-04-01,Staff,62018
62022,Atilio,Turnbull,1955-10-13,Staff,62022
62025,Chirstian,Spinelli,1954-11-24,Senior Engineer,62025
62026,Shugo,Zuberek,1952-08-25,Engineer,62026
62029,Samphel,Tiemann,1952-05-20,Staff,62029
62042,Reinhard,Danley,1953-07-21,Senior Engineer,62042
62064,Odinaldo,Yetim,1952-11-09,Staff,62064
62069,Sugwoo,Felder,1952-12-04,Senior Engineer,62069
62070,Gilbert,Tischendorf,1955-04-18,Senior Engineer,62070
62072,Dipankar,Cichocki,1953-06-06,Staff,62072
62076,Teiji,Lindenbaum,1954-11-17,Engineer,62076
62079,Irena,Garrabrants,1954-03-14,Engineer,62079
62080,Toshimo,Birjandi,1954-04-26,Staff,62080
62082,Somnath,Puppe,1955-04-28,Engineer,62082
62083,King,Rissland,1952-12-04,Engineer,62083
62085,Francoise,Smeets,1952-08-21,Senior Engineer,62085
62088,Youssef,Besselaar,1955-07-09,Senior Staff,62088
62092,Mari,Peris,1955-01-15,Senior Engineer,62092
62094,Tomoyuki,Stemann,1955-11-06,Engineer,62094
62095,Katsuyuki,Erva,1954-08-10,Engineer,62095
62097,Krassimir,Klyachko,1954-04-25,Engineer,62097
62098,Breannda,Sommer,1953-10-29,Staff,62098
62102,Aleksandar,Waterhouse,1953-09-30,Engineer,62102
62103,Pranas,Reinhart,1954-12-04,Staff,62103
62105,Subhash,Roisin,1955-03-10,Assistant Engineer,62105
62107,Sakthirel,Walstra,1952-09-07,Senior Staff,62107
62112,Pragnesh,Servieres,1953-08-13,Engineer,62112
62121,Lokesh,Brickell,1953-09-04,Engineer,62121
62126,Cheong,Baja,1955-08-23,Senior Staff,62126
62127,Shuho,Cooke,1955-06-06,Senior Staff,62127
62128,Dinah,Reinhart,1953-04-25,Engineer,62128
62129,Hongzue,Schmittgen,1955-06-22,Engineer,62129
62137,Rosalyn,Baalen,1954-09-09,Senior Staff,62137
62138,Dipayan,Rohrbach,1953-08-04,Senior Staff,62138
62139,Xiong,Plotkin,1954-08-15,Engineer,62139
62146,Tremaine,Rodite,1954-02-07,Senior Staff,62146
62151,Shuichi,Marakhovsky,1953-07-13,Engineer,62151
62155,Akemi,Basawa,1955-05-30,Assistant Engineer,62155
62157,Georg,Luan,1953-02-05,Senior Staff,62157
62158,Suzette,Gide,1954-06-03,Staff,62158
62162,Berthier,Ranst,1954-10-08,Senior Engineer,62162
62164,Mariusz,Cusworth,1953-07-07,Senior Engineer,62164
62174,Teunis,Denna,1955-08-27,Senior Staff,62174
62182,Nirmal,Luiz,1952-07-25,Staff,62182
62190,Mana,Riexinger,1953-10-17,Senior Staff,62190
62195,Baruch,Riexinger,1952-05-21,Engineer,62195
62205,Vitaly,Brlek,1955-01-06,Senior Staff,62205
62208,Sachio,Grandbois,1953-02-26,Engineer,62208
62214,Amabile,Strehl,1954-06-04,Senior Staff,62214
62215,Adly,Koshino,1952-07-08,Engineer,62215
62221,Hyuncheol,Ghemri,1955-06-24,Staff,62221
62226,Renee,Kroll,1952-04-16,Engineer,62226
62235,Hidefumi,Lorie,1952-12-30,Senior Staff,62235
62236,Aiman,Georg,1955-04-07,Senior Engineer,62236
62237,Otilia,Bain,1954-03-31,Senior Staff,62237
62242,Subhada,Hinsberger,1955-11-19,Engineer,62242
62243,Juichirou,Fargier,1955-11-27,Engineer,62243
62246,Kwangyoen,Rassart,1954-01-30,Engineer,62246
62248,Amstein,Matteis,1954-12-25,Staff,62248
62249,Karlis,Couchot,1955-08-11,Staff,62249
62250,Shuky,Bernatsky,1955-03-08,Technique Leader,62250
62251,Rayond,Vingron,1955-08-21,Engineer,62251
62252,Mohd,Waymire,1952-03-28,Engineer,62252
62261,Parto,Syang,1953-01-25,Engineer,62261
62268,Ebru,Gulla,1952-09-26,Engineer,62268
62271,Moon,Baby,1954-07-21,Senior Staff,62271
62273,Xudong,Schmiedel,1954-12-17,Technique Leader,62273
62281,Kellyn,Naudin,1953-09-24,Senior Staff,62281
62285,Chinho,Plessier,1954-07-11,Engineer,62285
62286,Akeno,Keohane,1953-11-13,Engineer,62286
62291,Berthier,Erva,1955-05-30,Staff,62291
62292,Jixiang,Gewali,1954-06-19,Senior Engineer,62292
62294,Jeanne,Bratsberg,1955-05-06,Senior Staff,62294
62298,Quingbo,Yetto,1955-11-16,Senior Staff,62298
62299,Navid,Anido,1955-08-20,Engineer,62299
62304,Kersti,Rusmann,1952-11-15,Senior Engineer,62304
62306,Kwee,Hempstead,1953-09-15,Senior Engineer,62306
62313,Stamatina,Ecklund,1955-11-07,Senior Staff,62313
62320,Hironoby,Billawala,1955-04-03,Senior Staff,62320
62321,Kristine,Kroha,1955-09-28,Senior Staff,62321
62322,Zine,Taubenfeld,1952-10-25,Engineer,62322
62323,Sajjad,Bardell,1955-07-14,Senior Staff,62323
62325,Nitsan,Cummings,1953-10-18,Senior Engineer,62325
62329,Rosli,Ossenbruggen,1953-11-03,Assistant Engineer,62329
62331,Arumugam,Rosar,1952-11-03,Assistant Engineer,62331
62332,Khatoun,Birsak,1955-11-02,Engineer,62332
62333,Gal,Garrabrants,1955-05-22,Staff,62333
62336,Kazunori,Vieth,1952-12-31,Senior Engineer,62336
62343,Kazuhide,Ciolek,1952-10-09,Engineer,62343
62344,Billie,Ventosa,1953-07-01,Senior Staff,62344
62347,Doowon,Katiyar,1952-07-10,Staff,62347
62349,Manibrata,Hofstetter,1955-11-09,Senior Staff,62349
62350,Xiaocheng,Erde,1955-06-11,Senior Staff,62350
62351,Yuchang,Osgood,1955-05-29,Senior Staff,62351
62355,Vugranam,Compeau,1952-07-30,Engineer,62355
62357,Huei,Legleitner,1954-05-09,Engineer,62357
62360,Ranga,Sinitsyn,1953-03-01,Engineer,62360
62374,Ortrud,Oppitz,1954-01-29,Engineer,62374
62380,Xiaoshan,Ventosa,1952-02-04,Engineer,62380
62381,Fay,Pfau,1955-12-13,Assistant Engineer,62381
62382,Padma,Edelhoff,1952-09-19,Engineer,62382
62383,Khatoun,Rodier,1955-08-04,Technique Leader,62383
62387,Toney,Frolund,1952-09-02,Engineer,62387
62394,Yinghua,Lowrie,1953-01-11,Senior Staff,62394
62395,Constantine,Camurati,1952-08-19,Engineer,62395
62400,Toney,Berstel,1955-03-23,Engineer,62400
62407,Stella,Oxenboll,1953-08-10,Engineer,62407
62409,Zhonghui,Peng,1955-04-14,Senior Staff,62409
62412,Khosrow,Hennebert,1952-07-31,Senior Engineer,62412
62413,Elvia,Peak,1954-05-11,Senior Engineer,62413
62418,Paris,Mapelli,1955-02-25,Assistant Engineer,62418
62421,Persi,Brodie,1955-07-08,Senior Staff,62421
62423,Jacopo,Denis,1952-06-17,Staff,62423
62427,Bedrich,Kamber,1952-04-03,Assistant Engineer,62427
62428,Guadalupe,Lortz,1954-06-30,Engineer,62428
62429,Zijian,Krone,1952-08-29,Staff,62429
62433,IEEE,McFarlin,1955-02-26,Engineer,62433
62437,Manohar,Takkinen,1953-08-18,Engineer,62437
62443,Conrado,Pluym,1954-08-15,Senior Engineer,62443
62444,Ingmar,Morrey,1954-01-20,Assistant Engineer,62444
62447,Nitsan,Wiegley,1954-05-23,Engineer,62447
62449,Jixiang,Angelov,1955-11-07,Senior Staff,62449
62454,Arnould,Syang,1953-09-08,Staff,62454
62459,Francoise,Shobatake,1955-04-08,Engineer,62459
62461,Berry,Sooriamurthi,1952-09-28,Senior Staff,62461
62463,Inderjeet,Bael,1953-12-30,Engineer,62463
62468,Mostafa,Cullers,1954-11-25,Technique Leader,62468
62469,Hironobu,Munch,1954-09-04,Senior Staff,62469
62472,Renee,Buescher,1954-06-03,Staff,62472
62476,Yahiko,Cooke,1952-07-30,Senior Staff,62476
62478,Kousuke,Markovitch,1953-11-16,Engineer,62478
62480,Bedrich,Stemann,1955-05-22,Senior Engineer,62480
62481,Gererd,Norsworthy,1953-09-25,Senior Engineer,62481
62483,Gino,Kaiserswerth,1953-09-02,Engineer,62483
62486,Jordanka,Erdmenger,1954-07-18,Senior Staff,62486
62489,Fox,Erol,1952-09-12,Senior Staff,62489
62492,Gor,Gornas,1954-10-04,Senior Staff,62492
62493,Mana,Binding,1954-07-08,Staff,62493
62496,Kien,Hempstead,1952-06-01,Engineer,62496
62497,Yifei,Sinitsyn,1955-12-19,Senior Engineer,62497
62498,Prodip,Norsworthy,1952-10-07,Senior Staff,62498
62499,Siamak,Lodder,1952-10-30,Staff,62499
62503,Brewster,Plump,1954-10-13,Staff,62503
62507,Otmar,Mullainathan,1953-06-03,Engineer,62507
62513,Gil,Bojadziev,1954-04-01,Engineer,62513
62515,Youssef,Peroz,1955-09-29,Staff,62515
62525,Moie,Zambonelli,1952-04-17,Staff,62525
62529,Piyush,Miyakawa,1954-01-06,Engineer,62529
62542,Isamu,Rettelbach,1953-08-16,Engineer,62542
62544,Kazuhira,Serdy,1954-11-26,Senior Staff,62544
62545,Chiranjit,Pleszkun,1954-06-05,Engineer,62545
62551,Aiman,Zhiwei,1955-07-11,Engineer,62551
62552,Arun,Rabehasaina,1953-04-05,Staff,62552
62556,Yechiam,Magliocco,1952-08-30,Technique Leader,62556
62558,Mountaz,Niizuma,1953-03-28,Engineer,62558
62559,Tiina,Ferriere,1953-08-31,Senior Staff,62559
62566,Giap,Lipner,1953-09-24,Staff,62566
62569,Kankanahalli,Sadowsky,1955-10-23,Engineer,62569
62572,Serif,Fordan,1955-04-04,Engineer,62572
62573,Martial,Serot,1953-12-02,Staff,62573
62586,Nobuyoshi,Biros,1952-09-30,Senior Engineer,62586
62591,Limsoon,Baja,1955-10-22,Staff,62591
62595,Shietung,Akazan,1955-03-22,Staff,62595
62603,Maha,Choobineh,1955-09-21,Senior Staff,62603
62612,Guangming,Kawashimo,1955-05-19,Senior Staff,62612
62613,Aron,Blokdijk,1954-04-09,Technique Leader,62613
62629,Shigeaki,Ratnaker,1954-07-29,Senior Staff,62629
62630,Subir,Hammerschmidt,1953-07-03,Senior Staff,62630
62632,Piyawadee,Chiola,1955-06-20,Engineer,62632
62633,Zijian,Gulla,1952-12-21,Staff,62633
62637,Danae,Assaf,1953-07-19,Staff,62637
62638,Kayoko,Erde,1952-08-19,Engineer,62638
62640,Toshimi,Smailagic,1952-11-12,Senior Staff,62640
62641,Pranav,Terekhov,1955-09-16,Senior Staff,62641
62642,Oddvar,Kushner,1953-06-19,Engineer,62642
62650,Marjo,Asmuth,1953-07-05,Senior Staff,62650
62656,Isamu,Imataki,1953-02-26,Assistant Engineer,62656
62658,Steen,Hutter,1954-10-06,Engineer,62658
62662,Sadegh,Gips,1952-05-02,Senior Engineer,62662
62664,Valeri,Ozeki,1952-04-22,Senior Engineer,62664
62666,Atreyi,Portugali,1954-10-21,Staff,62666
62669,Harjit,Alameldin,1952-05-28,Senior Engineer,62669
62670,Masato,Lundstrom,1952-08-27,Engineer,62670
62679,Yechezkel,Vidal,1955-02-25,Engineer,62679
62689,Mohua,McConalogue,1953-11-22,Senior Staff,62689
62691,Mabo,Compeau,1955-04-17,Senior Staff,62691
62693,Parviz,Cappelletti,1953-06-08,Engineer,62693
62694,Mang,Delaune,1955-03-12,Engineer,62694
62695,Guangming,Jenevein,1952-07-20,Senior Staff,62695
62696,Paloma,Callaway,1953-01-16,Senior Staff,62696
62700,Geoff,Zambonelli,1954-07-03,Senior Engineer,62700
62704,Jiafu,Koyama,1953-11-06,Staff,62704
62708,Uriel,Ritcey,1954-03-03,Engineer,62708
62714,Limsoon,Silva,1955-12-29,Senior Engineer,62714
62715,Feipei,Furedi,1953-12-09,Engineer,62715
62720,Alper,Garrabrants,1955-11-16,Engineer,62720
62723,Mitchel,Penttonen,1953-12-19,Engineer,62723
62725,Sham,Lores,1953-07-19,Staff,62725
62727,Aleksander,Greenaway,1955-02-13,Engineer,62727
62730,Ramzi,Vieth,1955-04-02,Engineer,62730
62733,Kshitij,Kusakari,1953-03-21,Senior Staff,62733
62734,Ayonca,Schaar,1952-12-14,Senior Engineer,62734
62735,Mooi,Portugali,1954-01-15,Staff,62735
62738,Kristen,Poupard,1955-07-13,Engineer,62738
62743,Shin,Veeraraghavan,1955-06-26,Engineer,62743
62744,Rimon,Speer,1954-08-23,Staff,62744
62745,Ramalingam,Ramaiah,1953-05-19,Staff,62745
62748,Gonzalo,Ozeki,1953-08-24,Assistant Engineer,62748
62749,Yannis,Hmelo,1952-05-27,Engineer,62749
62750,Achilleas,Lemarechal,1952-08-12,Senior Staff,62750
62751,Indrajit,Gustavson,1955-04-08,Staff,62751
62754,Aloke,Uehara,1953-01-01,Staff,62754
62755,Nectarios,Magalhaes,1954-08-26,Engineer,62755
62758,Xiong,Kornatzky,1952-10-16,Engineer,62758
62774,Jeanna,Schlenzig,1955-11-07,Senior Staff,62774
62779,Otilia,Besselaar,1954-03-18,Senior Staff,62779
62781,Marek,Pietrzykowski,1953-07-12,Senior Engineer,62781
62784,Chandrasekaran,Lunn,1955-10-27,Engineer,62784
62793,Beshir,Klerer,1952-03-08,Engineer,62793
62794,Basil,Brender,1954-10-02,Engineer,62794
62795,Munenori,Bazzichi,1952-11-10,Engineer,62795
62799,Gretta,Murtagh,1953-12-28,Senior Staff,62799
62804,Emran,Bahr,1952-10-02,Engineer,62804
62806,Aloys,Baalen,1955-01-28,Senior Staff,62806
62807,Gao,Billingsley,1952-08-10,Senior Staff,62807
62811,Gadiel,Pettey,1952-04-29,Engineer,62811
62812,Chaosheng,Zyda,1954-07-16,Senior Engineer,62812
62818,Shaw,Picel,1952-04-07,Senior Engineer,62818
62821,Tomokazu,Munke,1954-08-11,Engineer,62821
62822,Guozhong,Bamford,1955-05-24,Staff,62822
62825,Munehiko,Milicic,1954-09-11,Engineer,62825
62827,Sedat,Pietrzykowski,1955-07-31,Senior Staff,62827
62836,Alagu,Ozeri,1954-12-05,Engineer,62836
62840,Manu,Luff,1953-02-21,Staff,62840
62841,Xiaoheng,Cesareni,1954-12-03,Senior Staff,62841
62846,Menkae,Walston,1952-03-15,Engineer,62846
62847,Candido,Rijsenbrij,1952-08-21,Technique Leader,62847
62857,Maia,Cummings,1954-12-25,Senior Staff,62857
62858,Ebru,Tempesti,1953-06-18,Engineer,62858
62859,Bernt,Wolniewicz,1954-08-15,Senior Engineer,62859
62860,Mamdouh,Shigei,1952-08-28,Engineer,62860
62864,Guozhong,Felcyn,1955-05-20,Staff,62864
62866,Gennadi,Riefers,1954-06-20,Engineer,62866
62869,Syozo,Schieder,1953-10-03,Senior Staff,62869
62870,Remzi,Verhoeff,1955-12-10,Staff,62870
62884,Mohammed,Streit,1952-06-20,Technique Leader,62884
62888,Froduald,Barinka,1954-06-26,Senior Staff,62888
62892,Gadiel,Muniz,1954-08-12,Senior Staff,62892
62898,Marko,Gide,1953-04-08,Engineer,62898
62900,Gio,Alencar,1955-02-25,Staff,62900
62904,Yuuichi,Bail,1954-12-26,Staff,62904
62906,Alselm,McFarlin,1953-04-24,Senior Staff,62906
62909,Lenore,Rissland,1954-01-10,Senior Staff,62909
62913,Heekeun,Roisin,1952-07-16,Senior Staff,62913
62915,Kish,Karcich,1954-11-21,Senior Staff,62915
62918,Marie,Pouyioutas,1954-08-29,Senior Staff,62918
62919,Shen,Farrow,1955-01-28,Senior Staff,62919
62920,Gudjon,Wilharm,1953-01-22,Technique Leader,62920
62921,Dmitry,Varley,1955-06-28,Staff,62921
62924,Georg,Streit,1955-11-02,Staff,62924
62925,Bedir,Kobara,1952-04-04,Senior Engineer,62925
62926,Lillian,Schoegge,1955-06-25,Senior Engineer,62926
62930,Fumiyo,Flanders,1955-06-27,Engineer,62930
62932,Kiam,Speel,1954-08-12,Technique Leader,62932
62935,Leni,Schiettecatte,1955-12-21,Senior Staff,62935
62938,Seshu,Junot,1954-06-07,Staff,62938
62941,Uta,Impagliazzo,1952-07-24,Senior Engineer,62941
62942,Giri,Swiler,1954-06-28,Senior Engineer,62942
62947,Rosli,Pillow,1952-03-15,Staff,62947
62955,Yuguang,Murrill,1953-08-24,Staff,62955
62957,King,Plotkin,1954-09-30,Senior Engineer,62957
62958,Tomofumi,Magliocco,1955-02-04,Assistant Engineer,62958
62964,Duro,Schach,1954-01-30,Engineer,62964
62969,Honglan,Tchuente,1954-08-12,Engineer,62969
62970,Georgy,Speek,1955-11-22,Engineer,62970
62971,Yurij,Vakili,1955-10-04,Engineer,62971
62973,Premal,Salinas,1952-09-16,Engineer,62973
62978,JiYoung,Emden,1953-09-05,Staff,62978
62982,Yannik,Penz,1955-01-29,Senior Staff,62982
62985,Juichirou,Lipner,1953-03-22,Senior Staff,62985
62986,Krassimir,Pietrzykowski,1953-09-30,Engineer,62986
62992,Shimshon,Bakhtari,1955-06-23,Engineer,62992
63005,Barna,Ranum,1954-09-15,Staff,63005
63007,Xumin,Swift,1953-11-19,Engineer,63007
63017,Moni,Picel,1955-11-02,Engineer,63017
63019,Fayez,Basawa,1952-03-29,Engineer,63019
63021,Kamakshi,Yurov,1955-02-12,Engineer,63021
63023,Xiahua,Wendorf,1953-04-12,Senior Engineer,63023
63029,Yannis,Bergere,1953-12-16,Senior Staff,63029
63038,Abdelaziz,Hasham,1952-04-17,Senior Staff,63038
63039,Christophe,Boreale,1952-02-04,Technique Leader,63039
63040,Yakkov,Blokdijk,1954-12-31,Assistant Engineer,63040
63046,Vasilii,Lorcy,1955-11-07,Engineer,63046
63051,Arif,Pena,1955-06-07,Staff,63051
63063,Richara,Krupka,1954-02-20,Senior Engineer,63063
63072,Bogdan,Siegrist,1955-01-21,Engineer,63072
63074,Elliott,Peternell,1952-02-03,Staff,63074
63076,Goetz,Veccia,1954-06-22,Engineer,63076
63077,Hyuncheol,Escriba,1953-10-23,Engineer,63077
63079,Nakhoon,Warwick,1954-08-06,Staff,63079
63086,Ibibia,Bratsberg,1952-09-02,Senior Staff,63086
63087,Kazuhito,Ballarin,1955-12-16,Senior Engineer,63087
63088,Aleksander,Chepyzhov,1954-12-02,Staff,63088
63091,Indrajit,Garrabrants,1953-05-31,Senior Engineer,63091
63099,Barna,Oskamp,1954-11-17,Engineer,63099
63100,Youjian,Zultner,1954-09-11,Senior Engineer,63100
63102,Honglan,Ravishankar,1955-05-07,Staff,63102
63103,Dipankar,Rissland,1953-06-29,Engineer,63103
63104,Shounak,Pleszkun,1953-03-15,Staff,63104
63107,Yurii,Crelier,1955-02-06,Senior Engineer,63107
63112,Joydip,Swan,1953-02-16,Engineer,63112
63114,Danny,Cheshire,1953-11-26,Senior Staff,63114
63116,DeForest,Crooks,1955-01-30,Senior Engineer,63116
63128,Zhensheng,Gulak,1952-05-24,Senior Staff,63128
63133,Toshimi,Falco,1955-03-19,Engineer,63133
63136,Hitofumi,Thibadeau,1952-04-08,Staff,63136
63143,Thodoros,Gips,1955-03-15,Engineer,63143
63145,Vivian,Alblas,1954-01-31,Engineer,63145
63151,Salvador,Takanami,1955-10-07,Technique Leader,63151
63152,Jixiang,Alameldin,1953-10-09,Engineer,63152
63153,Saniya,Mandell,1954-07-26,Engineer,63153
63157,Xianlong,Stille,1954-08-06,Senior Engineer,63157
63163,Shuichi,Dalton,1952-11-02,Senior Engineer,63163
63164,Jianwen,Mayerwieser,1955-02-23,Staff,63164
63165,Vishwani,Khasidashvili,1954-08-27,Engineer,63165
63166,Sanjai,Baak,1955-05-10,Senior Staff,63166
63169,Wojceich,Sanella,1954-12-30,Assistant Engineer,63169
63173,Huan,Siochi,1954-03-02,Senior Staff,63173
63178,Yefim,Fioravanti,1952-06-18,Senior Engineer,63178
63181,Dayanand,Kamber,1954-04-02,Engineer,63181
63185,Munehiro,Alpin,1952-11-23,Senior Engineer,63185
63186,Moon,Cusworth,1952-08-26,Staff,63186
63188,Dinkar,Uhrik,1952-10-19,Senior Engineer,63188
63189,Arnd,Muniz,1952-12-19,Senior Engineer,63189
63191,Vincent,Angel,1955-10-29,Senior Staff,63191
63193,Guozhong,Pintelas,1952-03-04,Staff,63193
63194,Ipke,Schicker,1955-10-16,Senior Staff,63194
63199,Moni,Erev,1955-02-24,Staff,63199
63200,Mohua,Koshiba,1955-11-29,Engineer,63200
63207,Billur,Steenbeek,1955-09-03,Staff,63207
63209,Yakkov,Eiron,1954-08-23,Senior Staff,63209
63211,Katsuyuki,Whitcomb,1954-06-18,Engineer,63211
63212,Baocai,Marsiglia,1952-03-19,Engineer,63212
63220,Subir,Swiler,1953-02-01,Engineer,63220
63221,Feiyu,Zockler,1955-02-24,Senior Engineer,63221
63225,Sumali,Honiden,1955-02-15,Engineer,63225
63230,Mart,Vecchio,1952-08-17,Senior Engineer,63230
63232,Vidya,Reghbati,1955-06-11,Staff,63232
63234,Tsutomu,Pagter,1952-08-22,Engineer,63234
63236,Shan,Barinka,1952-05-27,Staff,63236
63238,Atreye,Piazza,1955-06-15,Staff,63238
63244,Chrisa,Grabner,1953-04-01,Senior Staff,63244
63246,Zdislav,Waymire,1955-06-24,Engineer,63246
63248,Haldon,Zeilberger,1954-05-29,Engineer,63248
63249,Marl,Journel,1954-04-26,Staff,63249
63255,Aloys,Shackel,1955-09-20,Senior Staff,63255
63257,Elvis,Trogemann,1952-07-12,Senior Staff,63257
63269,Luerbio,Benzmuller,1955-10-27,Engineer,63269
63271,Danny,Haumacher,1952-11-16,Engineer,63271
63280,Khalid,Chvatal,1955-03-21,Engineer,63280
63285,Xiaoshan,Adachi,1952-10-31,Technique Leader,63285
63286,Chuanti,Rajcani,1955-04-03,Senior Staff,63286
63287,Harjit,Chinal,1954-01-22,Senior Staff,63287
63288,Stella,Zolotykh,1953-06-03,Senior Staff,63288
63290,DAIDA,Dymetman,1955-04-21,Senior Staff,63290
63291,Subhrajyoti,Budinsky,1953-03-21,Senior Staff,63291
63295,Giao,Angiulli,1953-01-29,Staff,63295
63298,Premal,Marakhovsky,1953-07-04,Senior Staff,63298
63304,Reinhold,Lakshmanan,1953-08-08,Senior Staff,63304
63305,Perry,Waymire,1954-02-28,Senior Engineer,63305
63307,Sugwoo,Herber,1955-03-27,Senior Staff,63307
63311,Constantine,Hatcliff,1955-01-10,Engineer,63311
63315,Fumiko,Veccia,1953-06-29,Senior Staff,63315
63316,Jeanna,Segond,1955-07-30,Senior Staff,63316
63321,Marsha,Monkewich,1953-07-30,Engineer,63321
63324,Pintsang,Leuchs,1955-01-10,Engineer,63324
63326,Filipp,Perin,1954-12-01,Engineer,63326
63329,Mart,Schaaf,1955-10-29,Senior Staff,63329
63331,Changho,Fadgyas,1955-08-29,Assistant Engineer,63331
63333,Xiping,Bojadziev,1953-07-01,Engineer,63333
63339,Bilhanan,Masaki,1952-07-20,Engineer,63339
63340,Surveyors,Foong,1952-05-16,Engineer,63340
63341,Akeno,Peck,1953-08-07,Senior Staff,63341
63343,Mark,Ananiadou,1953-04-22,Senior Engineer,63343
63345,Richara,Whitcomb,1954-05-24,Senior Staff,63345
63346,Anneke,DuBourdieux,1953-11-18,Senior Staff,63346
63349,Anestis,Comte,1954-03-29,Engineer,63349
63354,Hironoby,Swiler,1953-09-05,Senior Staff,63354
63356,Tua,Denos,1955-02-21,Senior Staff,63356
63361,Gro,Uehara,1954-09-29,Senior Engineer,63361
63363,Terresa,Brattka,1952-12-10,Engineer,63363
63367,Hatim,Bondorf,1954-12-30,Senior Engineer,63367
63368,Temple,Vesel,1952-06-30,Technique Leader,63368
63370,Susanne,Vesel,1953-12-30,Engineer,63370
63374,Goncalo,Kornatzky,1954-06-23,Engineer,63374
63376,Kiyotoshi,Peir,1953-05-28,Senior Staff,63376
63388,Jagoda,Asser,1954-04-16,Technique Leader,63388
63390,Rance,Moffat,1953-07-14,Staff,63390
63391,Josyula,Hertweck,1953-06-29,Engineer,63391
63399,Yonghoan,Azumi,1953-05-20,Senior Engineer,63399
63408,Conal,Champarnaud,1952-04-08,Senior Staff,63408
63411,Henk,Knightly,1952-09-29,Staff,63411
63412,Domenick,Thisen,1953-09-25,Technique Leader,63412
63421,Rance,Xiaoshan,1952-07-22,Engineer,63421
63422,Mahendra,Gulak,1955-04-26,Engineer,63422
63427,Takahito,Nooteboom,1955-08-04,Senior Staff,63427
63431,Fumitaka,Gimbel,1952-08-30,Engineer,63431
63436,Sudhanshu,Delaune,1952-06-03,Staff,63436
63437,Boalin,Lowrie,1954-01-21,Staff,63437
63438,Gilbert,Herbst,1954-04-21,Senior Staff,63438
63442,Satyanarayana,Reghbati,1954-12-21,Engineer,63442
